Year,Month,Operating_Airline,Passenger_Count
2007,04,Air New Zealand,27282
2007,04,AirTran Airways,26732
2007,04,Alaska Airlines,270624
2007,04,All Nippon Airways,23320
2007,04,American Airlines,585934
2007,04,American Eagle Airlines,16642
2007,04,Ameriflight,18
2007,04,Asiana Airlines,17988
2007,04,Atlantic Southeast Airlines,13812
2007,04,British Airways,78618
2007,04,Cathay Pacific,41098
2007,04,China Airlines,42424
2007,04,Delta Air Lines,258880
2007,04,EVA Airways,51770
2007,04,Frontier Airlines,101662
2007,04,Hawaiian Airlines,28984
2007,04,Horizon Air,18552
2007,04,Japan Airlines,31452
2007,04,KLM Royal Dutch Airlines,44896
2007,04,Korean Air Lines,16236
2007,04,Lufthansa German Airlines,72296
2007,04,Mesa Airlines,4778
2007,04,Mexicana Airlines,28426
2007,04,Midwest Airlines,15892
2007,04,Northwest Airlines (became Delta),223684
2007,04,Philippine Airlines,49782
2007,04,Qantas Airways,23602
2007,04,Singapore Airlines,63180
2007,04,SkyWest Airlines,438304
2007,04,Sun Country Airlines,12616
2007,04,"TACA International Airlines, S.A.",17480
2007,04,US Airways,282908
2007,04,United Airlines,207302
2007,04,United Airlines - Pre 07/01/2013,2404272
2007,04,Virgin Atlantic,41682
2007,05,Air Canada,106292
2007,05,Air China,29492
2007,05,Air France,46192
2007,05,Air New Zealand,26570
2007,05,AirTran Airways,33370
2007,05,Alaska Airlines,259076
2007,05,All Nippon Airways,23884
2007,05,American Airlines,604270
2007,05,American Eagle Airlines,19142
2007,05,Ameriflight,10
2007,05,Asiana Airlines,19362
2007,05,Atlantic Southeast Airlines,8872
2007,05,British Airways,76470
2007,05,Cathay Pacific,43622
2007,05,China Airlines,45528
2007,05,Delta Air Lines,296680
2007,05,EVA Airways,53254
2007,05,Frontier Airlines,106188
2007,05,Hawaiian Airlines,30080
2007,05,Horizon Air,19662
2007,05,Japan Airlines,35438
2007,05,JetBlue Airways,72752
2007,05,KLM Royal Dutch Airlines,46668
2007,05,Korean Air Lines,18688
2007,05,Lufthansa German Airlines,74844
2007,05,Mesa Airlines,5020
2007,05,Mexicana Airlines,26802
2007,05,Midwest Airlines,29730
2007,05,Northwest Airlines (became Delta),264864
2007,05,Philippine Airlines,52368
2007,05,Qantas Airways,21066
2007,05,Singapore Airlines,68764
2007,05,SkyWest Airlines,450628
2007,05,Spirit Airlines,11326
2007,05,Sun Country Airlines,11450
2007,05,"TACA International Airlines, S.A.",17618
2007,05,US Airways,288102
2007,05,United Airlines,230312
2007,05,United Airlines - Pre 07/01/2013,2500166
2007,05,Virgin Atlantic,39246
2007,06,ATA Airlines,316
2007,06,Air Canada,116272
2007,06,Air China,28376
2007,06,Air France,46344
2007,06,Air New Zealand,30396
2007,06,AirTran Airways,57070
2007,06,Alaska Airlines,273884
2007,06,All Nippon Airways,28400
2007,06,American Airlines,609900
2007,06,American Eagle Airlines,19980
2007,06,Asiana Airlines,19334
2007,06,British Airways,77460
2007,06,Cathay Pacific,43060
2007,06,China Airlines,46610
2007,06,Delta Air Lines,358744
2007,06,EVA Airways,57254
2007,06,ExpressJet Airlines,15824
2007,06,Frontier Airlines,128636
2007,06,Hawaiian Airlines,29502
2007,06,Horizon Air,20924
2007,06,Japan Airlines,37274
2007,06,JetBlue Airways,80856
2007,06,KLM Royal Dutch Airlines,49386
2007,06,Korean Air Lines,17394
2007,06,Lufthansa German Airlines,72260
2007,06,Mesa Airlines,4398
2007,06,Mexicana Airlines,25124
2007,06,Midwest Airlines,40180
2007,06,Northwest Airlines (became Delta),284226
2007,06,Philippine Airlines,48694
2007,06,Qantas Airways,29044
2007,06,Singapore Airlines,70708
2007,06,SkyWest Airlines,465988
2007,06,Spirit Airlines,15996
2007,06,Sun Country Airlines,15990
2007,06,"TACA International Airlines, S.A.",25174
2007,06,US Airways,333494
2007,06,United Airlines,266270
2007,06,United Airlines - Pre 07/01/2013,2593638
2007,06,Virgin Atlantic,42862
2007,07,ATA Airlines,530
2007,07,Air Canada,153760
2007,07,Air China,29430
2007,07,Air France,49510
2007,07,Air New Zealand,32722
2007,07,AirTran Airways,75596
2007,07,Alaska Airlines,289316
2007,07,All Nippon Airways,27710
2007,07,American Airlines,647562
2007,07,American Eagle Airlines,19704
2007,07,Ameriflight,14
2007,07,Asiana Airlines,18890
2007,07,British Airways,80298
2007,07,Cathay Pacific,45014
2007,07,China Airlines,46268
2007,07,Delta Air Lines,398056
2007,07,EVA Airways,57606
2007,07,ExpressJet Airlines,27464
2007,07,Frontier Airlines,106504
2007,07,Hawaiian Airlines,29356
2007,07,Horizon Air,21442
2007,07,Japan Airlines,39044
2007,07,JetBlue Airways,84492
2007,07,KLM Royal Dutch Airlines,48168
2007,07,Korean Air Lines,23672
2007,07,Lufthansa German Airlines,75588
2007,07,Mesa Airlines,4964
2007,07,Mexicana Airlines,32890
2007,07,Miami Air International,128
2007,07,Midwest Airlines,42474
2007,07,Northwest Airlines (became Delta),293406
2007,07,Philippine Airlines,46048
2007,07,Qantas Airways,27214
2007,07,Singapore Airlines,74586
2007,07,SkyWest Airlines,457800
2007,07,Spirit Airlines,14164
2007,07,Sun Country Airlines,21786
2007,07,"TACA International Airlines, S.A.",32968
2007,07,US Airways,359920
2007,07,United Airlines,280074
2007,07,United Airlines - Pre 07/01/2013,2604208
2007,07,Virgin Atlantic,44418
2007,08,ATA Airlines,402
2007,08,Air Canada,158704
2007,08,Air China,30636
2007,08,Air France,48912
2007,08,Air New Zealand,30112
2007,08,AirTran Airways,70060
2007,08,Alaska Airlines,291600
2007,08,All Nippon Airways,27758
2007,08,American Airlines,635932
2007,08,American Eagle Airlines,19282
2007,08,Asiana Airlines,20218
2007,08,British Airways,81084
2007,08,Cathay Pacific,43332
2007,08,China Airlines,42696
2007,08,Delta Air Lines,390466
2007,08,EVA Airways,57048
2007,08,ExpressJet Airlines,29352
2007,08,Frontier Airlines,98808
2007,08,Hawaiian Airlines,29788
2007,08,Horizon Air,21564
2007,08,Japan Airlines,36754
2007,08,JetBlue Airways,98002
2007,08,KLM Royal Dutch Airlines,48708
2007,08,Korean Air Lines,25600
2007,08,Lufthansa German Airlines,73470
2007,08,Mesa Airlines,4846
2007,08,Mexicana Airlines,30796
2007,08,Midwest Airlines,40660
2007,08,Northwest Airlines (became Delta),277490
2007,08,Philippine Airlines,44944
2007,08,Qantas Airways,28504
2007,08,Singapore Airlines,68096
2007,08,SkyWest Airlines,463740
2007,08,Southwest Airlines,37402
2007,08,Spirit Airlines,14102
2007,08,Sun Country Airlines,29362
2007,08,"TACA International Airlines, S.A.",29958
2007,08,US Airways,349232
2007,08,United Airlines,290704
2007,08,United Airlines - Pre 07/01/2013,2641792
2007,08,Virgin America,67522
2007,08,Virgin Atlantic,43396
2007,09,ATA Airlines,846
2007,09,Air Canada,118024
2007,09,Air China,28478
2007,09,Air France,44938
2007,09,Air New Zealand,29506
2007,09,AirTran Airways,40250
2007,09,Alaska Airlines,228472
2007,09,All Nippon Airways,24716
2007,09,American Airlines,566638
2007,09,American Eagle Airlines,15624
2007,09,Asiana Airlines,15340
2007,09,British Airways,76192
2007,09,Cathay Pacific,42022
2007,09,China Airlines,35074
2007,09,Delta Air Lines,292082
2007,09,EVA Airways,50016
2007,09,ExpressJet Airlines,26024
2007,09,Frontier Airlines,74868
2007,09,Hawaiian Airlines,28918
2007,09,Horizon Air,13350
2007,09,Japan Airlines,33128
2007,09,JetBlue Airways,76648
2007,09,KLM Royal Dutch Airlines,49698
2007,09,Korean Air Lines,17768
2007,09,Lufthansa German Airlines,71904
2007,09,Mesa Airlines,3912
2007,09,Mexicana Airlines,22870
2007,09,Midwest Airlines,26870
2007,09,Northwest Airlines (became Delta),224678
2007,09,Philippine Airlines,37360
2007,09,Qantas Airways,23060
2007,09,Singapore Airlines,57710
2007,09,SkyWest Airlines,397208
2007,09,Southwest Airlines,213132
2007,09,Spirit Airlines,1966
2007,09,Sun Country Airlines,18478
2007,09,"TACA International Airlines, S.A.",18088
2007,09,US Airways,267680
2007,09,United Airlines,218514
2007,09,United Airlines - Pre 07/01/2013,2255316
2007,09,Virgin America,83128
2007,09,Virgin Atlantic,44566
2007,10,ATA Airlines,438
2007,10,"Aer Lingus, Ltd.",2712
2007,10,Air Canada,107664
2007,10,Air China,29758
2007,10,Air France,43194
2007,10,Air New Zealand,28466
2007,10,AirTran Airways,48216
2007,10,Alaska Airlines,223144
2007,10,All Nippon Airways,25792
2007,10,American Airlines,617016
2007,10,American Eagle Airlines,15790
2007,10,Asiana Airlines,16436
2007,10,British Airways,77152
2007,10,Cathay Pacific,54944
2007,10,China Airlines,34858
2007,10,Delta Air Lines,296644
2007,10,EVA Airways,50564
2007,10,ExpressJet Airlines,26604
2007,10,Frontier Airlines,76996
2007,10,Hawaiian Airlines,29330
2007,10,Horizon Air,11062
2007,10,Japan Airlines,33560
2007,10,JetBlue Airways,82240
2007,10,KLM Royal Dutch Airlines,48126
2007,10,Korean Air Lines,16346
2007,10,Lufthansa German Airlines,73712
2007,10,Mesa Airlines,3628
2007,10,Mexicana Airlines,26424
2007,10,Miami Air International,666
2007,10,Midwest Airlines,26006
2007,10,Northwest Airlines (became Delta),229876
2007,10,Philippine Airlines,39404
2007,10,Qantas Airways,22708
2007,10,Singapore Airlines,56988
2007,10,SkyWest Airlines,422996
2007,10,Southwest Airlines,218474
2007,10,Sun Country Airlines,19834
2007,10,"TACA International Airlines, S.A.",18128
2007,10,US Airways,290404
2007,10,United Airlines,238318
2007,10,United Airlines - Pre 07/01/2013,2401526
2007,10,Virgin America,134292
2007,10,Virgin Atlantic,38182
2007,11,"Aer Lingus, Ltd.",14272
2007,11,Air Canada,77544
2007,11,Air China,27060
2007,11,Air France,27994
2007,11,Air New Zealand,27000
2007,11,AirTran Airways,31200
2007,11,Alaska Airlines,233050
2007,11,All Nippon Airways,23786
2007,11,American Airlines,581634
2007,11,American Eagle Airlines,15302
2007,11,Ameriflight,16
2007,11,Asiana Airlines,16790
2007,11,British Airways,62098
2007,11,Cathay Pacific,73104
2007,11,China Airlines,37990
2007,11,Delta Air Lines,264552
2007,11,EVA Airways,52090
2007,11,ExpressJet Airlines,25070
2007,11,Frontier Airlines,67250
2007,11,Hawaiian Airlines,27770
2007,11,Horizon Air,10964
2007,11,Japan Airlines,32082
2007,11,JetBlue Airways,68218
2007,11,KLM Royal Dutch Airlines,33338
2007,11,Korean Air Lines,14960
2007,11,Lufthansa German Airlines,68692
2007,11,Mesa Airlines,3820
2007,11,Mexicana Airlines,24540
2007,11,Midwest Airlines,14380
2007,11,Northwest Airlines (became Delta),201936
2007,11,Philippine Airlines,36408
2007,11,Qantas Airways,20376
2007,11,Singapore Airlines,58506
2007,11,SkyWest Airlines,392924
2007,11,Southwest Airlines,267182
2007,11,Sun Country Airlines,20382
2007,11,"TACA International Airlines, S.A.",18554
2007,11,US Airways,256564
2007,11,United Airlines,204838
2007,11,United Airlines - Pre 07/01/2013,2235590
2007,11,Virgin America,143940
2007,11,Virgin Atlantic,31234
2007,12,"Aer Lingus, Ltd.",12434
2007,12,Air Canada,82662
2007,12,Air China,26270
2007,12,Air France,27968
2007,12,Air New Zealand,32950
2007,12,AirTran Airways,27922
2007,12,Alaska Airlines,237128
2007,12,All Nippon Airways,23980
2007,12,American Airlines,546052
2007,12,American Eagle Airlines,15132
2007,12,Ameriflight,4
2007,12,Asiana Airlines,16326
2007,12,British Airways,63288
2007,12,Cathay Pacific,76194
2007,12,China Airlines,41498
2007,12,Delta Air Lines,245424
2007,12,EVA Airways,51010
2007,12,ExpressJet Airlines,24866
2007,12,Frontier Airlines,54486
2007,12,Hawaiian Airlines,26116
2007,12,Horizon Air,11908
2007,12,Japan Airlines,30192
2007,12,JetBlue Airways,69208
2007,12,KLM Royal Dutch Airlines,33918
2007,12,Korean Air Lines,14698
2007,12,Lufthansa German Airlines,65042
2007,12,Mesa Airlines,1220
2007,12,Mexicana Airlines,30934
2007,12,Midwest Airlines,13000
2007,12,Northwest Airlines (became Delta),206786
2007,12,Philippine Airlines,45220
2007,12,Qantas Airways,29846
2007,12,Singapore Airlines,64586
2007,12,SkyWest Airlines,388904
2007,12,Southwest Airlines,265662
2007,12,Sun Country Airlines,22976
2007,12,"TACA International Airlines, S.A.",26098
2007,12,US Airways,243732
2007,12,United Airlines,209666
2007,12,United Airlines - Pre 07/01/2013,2212066
2007,12,Virgin America,155150
2007,12,Virgin Atlantic,34752
2008,01,"Aer Lingus, Ltd.",11148
2008,01,Air Canada,75770
2008,01,Air China,27260
2008,01,Air France,26034
2008,01,Air New Zealand,34068
2008,01,AirTran Airways,17656
2008,01,Alaska Airlines,208948
2008,01,All Nippon Airways,23994
2008,01,American Airlines,486938
2008,01,American Eagle Airlines,12340
2008,01,Ameriflight,6
2008,01,Asiana Airlines,18142
2008,01,British Airways,60540
2008,01,Cathay Pacific,93408
2008,01,China Airlines,45536
2008,01,Delta Air Lines,195848
2008,01,EVA Airways,54778
2008,01,ExpressJet Airlines,20666
2008,01,Frontier Airlines,43320
2008,01,Hawaiian Airlines,27718
2008,01,Horizon Air,10728
2008,01,Japan Airlines,31196
2008,01,JetBlue Airways,66612
2008,01,KLM Royal Dutch Airlines,32376
2008,01,Korean Air Lines,15990
2008,01,Lufthansa German Airlines,68620
2008,01,Mexicana Airlines,28784
2008,01,Midwest Airlines,12104
2008,01,Northwest Airlines (became Delta),198970
2008,01,Philippine Airlines,54296
2008,01,Qantas Airways,34408
2008,01,Singapore Airlines,65366
2008,01,SkyWest Airlines,366736
2008,01,Southwest Airlines,246038
2008,01,Sun Country Airlines,10434
2008,01,"TACA International Airlines, S.A.",22336
2008,01,US Airways,232268
2008,01,United Airlines,177242
2008,01,United Airlines - Pre 07/01/2013,2013898
2008,01,Virgin America,135436
2008,01,Virgin Atlantic,32150
2008,02,ATA Airlines,132
2008,02,"Aer Lingus, Ltd.",10504
2008,02,Air Canada,73602
2008,02,Air China,23102
2008,02,Air France,24074
2008,02,Air New Zealand,29528
2008,02,AirTran Airways,14330
2008,02,Alaska Airlines,216870
2008,02,All Nippon Airways,21244
2008,02,American Airlines,455850
2008,02,American Eagle Airlines,12512
2008,02,Asiana Airlines,16292
2008,02,British Airways,52244
2008,02,Cathay Pacific,70858
2008,02,China Airlines,35204
2008,02,Delta Air Lines,187168
2008,02,EVA Airways,46920
2008,02,ExpressJet Airlines,22048
2008,02,Frontier Airlines,46142
2008,02,Hawaiian Airlines,28098
2008,02,Horizon Air,12086
2008,02,Japan Airlines,24318
2008,02,JetBlue Airways,61062
2008,02,KLM Royal Dutch Airlines,28266
2008,02,Korean Air Lines,13432
2008,02,Lufthansa German Airlines,61912
2008,02,Mexicana Airlines,24258
2008,02,Midwest Airlines,11990
2008,02,Northwest Airlines (became Delta),182242
2008,02,Philippine Airlines,41236
2008,02,Qantas Airways,21982
2008,02,Singapore Airlines,52740
2008,02,SkyWest Airlines,392048
2008,02,Southwest Airlines,264474
2008,02,Sun Country Airlines,8296
2008,02,"TACA International Airlines, S.A.",14528
2008,02,US Airways,225074
2008,02,United Airlines,164892
2008,02,United Airlines - Pre 07/01/2013,2019354
2008,02,Virgin America,151934
2008,02,Virgin Atlantic,28506
2008,03,"Aer Lingus, Ltd.",16536
2008,03,Air Canada,87584
2008,03,Air China,28398
2008,03,Air France,31880
2008,03,Air New Zealand,31384
2008,03,AirTran Airways,15302
2008,03,Alaska Airlines,248300
2008,03,All Nippon Airways,24458
2008,03,American Airlines,536820
2008,03,American Eagle Airlines,15212
2008,03,Ameriflight,14
2008,03,Asiana Airlines,17644
2008,03,British Airways,72010
2008,03,Cathay Pacific,84364
2008,03,China Airlines,44226
2008,03,Delta Air Lines,240758
2008,03,EVA Airways,52912
2008,03,ExpressJet Airlines,23750
2008,03,Frontier Airlines,61684
2008,03,Hawaiian Airlines,29072
2008,03,Horizon Air,14402
2008,03,Japan Airlines,30982
2008,03,JetBlue Airways,74440
2008,03,KLM Royal Dutch Airlines,37964
2008,03,Korean Air Lines,15016
2008,03,Lufthansa German Airlines,71110
2008,03,Mexicana Airlines,30638
2008,03,Midwest Airlines,14684
2008,03,Northwest Airlines (became Delta),200006
2008,03,Philippine Airlines,45144
2008,03,Qantas Airways,22648
2008,03,Singapore Airlines,58684
2008,03,SkyWest Airlines,429590
2008,03,Southwest Airlines,353620
2008,03,Sun Country Airlines,11702
2008,03,"TACA International Airlines, S.A.",16454
2008,03,US Airways,284538
2008,03,United Airlines,199544
2008,03,United Airlines - Pre 07/01/2013,2394198
2008,03,Virgin America,251148
2008,03,Virgin Atlantic,35954
2008,04,"Aer Lingus, Ltd.",18828
2008,04,Air Canada,78872
2008,04,Air China,27364
2008,04,Air France,46390
2008,04,Air New Zealand,26986
2008,04,AirTran Airways,24140
2008,04,Alaska Airlines,236936
2008,04,All Nippon Airways,22588
2008,04,American Airlines,546414
2008,04,American Eagle Airlines,13494
2008,04,Asiana Airlines,17780
2008,04,British Airways,66748
2008,04,Cathay Pacific,73304
2008,04,China Airlines,37332
2008,04,Delta Air Lines,232324
2008,04,EVA Airways,47984
2008,04,ExpressJet Airlines,21862
2008,04,Frontier Airlines,60334
2008,04,Hawaiian Airlines,32146
2008,04,Horizon Air,13822
2008,04,Japan Airlines,27372
2008,04,JetBlue Airways,66330
2008,04,KLM Royal Dutch Airlines,39802
2008,04,Korean Air Lines,13850
2008,04,Lufthansa German Airlines,68448
2008,04,Mexicana Airlines,27636
2008,04,Miami Air International,600
2008,04,Midwest Airlines,14206
2008,04,Northwest Airlines (became Delta),221296
2008,04,Philippine Airlines,46404
2008,04,Qantas Airways,21774
2008,04,Singapore Airlines,55298
2008,04,SkyWest Airlines,371936
2008,04,Southwest Airlines,333404
2008,04,Sun Country Airlines,8702
2008,04,"TACA International Airlines, S.A.",14798
2008,04,US Airways,278572
2008,04,United Airlines,198190
2008,04,United Airlines - Pre 07/01/2013,2273366
2008,04,Virgin America,292920
2008,04,Virgin Atlantic,37490
2008,05,"Aer Lingus, Ltd.",19738
